source_version,category,source_file,source_reference,section_id,heading_level,section_path,heading,classification,canonical_skill_ids,lesson_ids,review_status,notes
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Enumerations.xhtml,LanguageGuide/Enumerations.xhtml#Enumeration-Syntax,languageguide-enumerations-xhtml.002.enumeration-syntax,2,Enumerations > Enumeration Syntax,Enumeration Syntax,skill,swift.enums.syntax|swift.enums.inferred-case,swift.enums.syntax|swift.enums.inferred-case,reviewed-implemented,Enum declaration and contextual member syntax.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Enumerations.xhtml,LanguageGuide/Enumerations.xhtml#Matching-Enumeration-Values-with-a-Switch-Statement,languageguide-enumerations-xhtml.003.matching-enumeration-values-with-a-switch-statement,2,Enumerations > Matching Enumeration Values with a Switch Statement,Matching Enumeration Values with a Switch Statement,skill,swift.enums.switch,swift.enums.switch,reviewed-implemented,Enum case switch matching.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Enumerations.xhtml,LanguageGuide/Enumerations.xhtml#Iterating-over-Enumeration-Cases,languageguide-enumerations-xhtml.004.iterating-over-enumeration-cases,2,Enumerations > Iterating over Enumeration Cases,Iterating over Enumeration Cases,skill,swift.enums.case-iterable,swift.enums.case-iterable,reviewed-implemented,CaseIterable and allCases.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Enumerations.xhtml,LanguageGuide/Enumerations.xhtml#Associated-Values,languageguide-enumerations-xhtml.005.associated-values,2,Enumerations > Associated Values,Associated Values,skill,swift.enums.associated-values|swift.enums.associated-construction|swift.enums.associated-binding,swift.enums.associated-values|swift.enums.associated-construction|swift.enums.associated-binding,reviewed-implemented,Case payload declaration construction and extraction.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Enumerations.xhtml,LanguageGuide/Enumerations.xhtml#Raw-Values,languageguide-enumerations-xhtml.006.raw-values,2,Enumerations > Raw Values,Raw Values,skill,swift.enums.raw-character,swift.enums.raw-character,reviewed-implemented,Common raw-value type.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Enumerations.xhtml,LanguageGuide/Enumerations.xhtml#Implicitly-Assigned-Raw-Values,languageguide-enumerations-xhtml.007.implicitly-assigned-raw-values,3,Enumerations > Raw Values > Implicitly Assigned Raw Values,Implicitly Assigned Raw Values,skill,swift.enums.implicit-int-raw|swift.enums.implicit-string-raw,swift.enums.implicit-int-raw|swift.enums.implicit-string-raw,reviewed-implemented,Automatic Int increment and String case-name values.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Enumerations.xhtml,LanguageGuide/Enumerations.xhtml#Initializing-from-a-Raw-Value,languageguide-enumerations-xhtml.008.initializing-from-a-raw-value,3,Enumerations > Raw Values > Initializing from a Raw Value,Initializing from a Raw Value,skill,swift.enums.raw-initializer,swift.enums.raw-initializer,reviewed-implemented,Failable rawValue initializer.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Enumerations.xhtml,LanguageGuide/Enumerations.xhtml#Recursive-Enumerations,languageguide-enumerations-xhtml.009.recursive-enumerations,2,Enumerations > Recursive Enumerations,Recursive Enumerations,skill,swift.enums.recursive-indirect,swift.enums.recursive-indirect,reviewed-implemented,Indirect recursive case storage.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#structures-and-classes,languageguide-classesandstructures-xhtml.001.structures-and-classes,1,Structures and Classes,Structures and Classes,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Comparing-Structures-and-Classes,languageguide-classesandstructures-xhtml.002.comparing-structures-and-classes,2,Structures and Classes > Comparing Structures and Classes,Comparing Structures and Classes,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Definition-Syntax,languageguide-classesandstructures-xhtml.003.definition-syntax,3,Structures and Classes > Comparing Structures and Classes > Definition Syntax,Definition Syntax,teachable,swift.types.structure-definition|swift.types.class-definition,swift.types.structure-definition|swift.types.class-definition,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Structure-and-Class-Instances,languageguide-classesandstructures-xhtml.004.structure-and-class-instances,3,Structures and Classes > Comparing Structures and Classes > Structure and Class Instances,Structure and Class Instances,teachable,swift.types.instances,swift.types.instances,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Accessing-Properties,languageguide-classesandstructures-xhtml.005.accessing-properties,3,Structures and Classes > Comparing Structures and Classes > Accessing Properties,Accessing Properties,teachable,swift.types.property-access,swift.types.property-access,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Memberwise-Initializers-for-Structure-Types,languageguide-classesandstructures-xhtml.006.memberwise-initializers-for-structure-types,3,Structures and Classes > Comparing Structures and Classes > Memberwise Initializers for Structure Types,Memberwise Initializers for Structure Types,teachable,swift.types.memberwise-init,swift.types.memberwise-init,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Structures-and-Enumerations-Are-Value-Types,languageguide-classesandstructures-xhtml.007.structures-and-enumerations-are-value-types,2,Structures and Classes > Structures and Enumerations Are Value Types,Structures and Enumerations Are Value Types,teachable,swift.types.value-copy,swift.types.value-copy,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Classes-Are-Reference-Types,languageguide-classesandstructures-xhtml.008.classes-are-reference-types,2,Structures and Classes > Classes Are Reference Types,Classes Are Reference Types,teachable,swift.types.reference-sharing,swift.types.reference-sharing,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Identity-Operators,languageguide-classesandstructures-xhtml.009.identity-operators,3,Structures and Classes > Classes Are Reference Types > Identity Operators,Identity Operators,teachable,swift.types.identity,swift.types.identity,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/ClassesAndStructures.xhtml,LanguageGuide/ClassesAndStructures.xhtml#Pointers,languageguide-classesandstructures-xhtml.010.pointers,3,Structures and Classes > Classes Are Reference Types > Pointers,Pointers,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#properties,languageguide-properties-xhtml.001.properties,1,Properties,Properties,context,,,reviewed-no-lesson,Reviewed as chapter context or explanatory grouping; no distinct interaction required.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Stored-Properties,languageguide-properties-xhtml.002.stored-properties,2,Properties > Stored Properties,Stored Properties,teachable,swift.properties.stored,swift.properties.stored,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Stored-Properties-of-Constant-Structure-Instances,languageguide-properties-xhtml.003.stored-properties-of-constant-structure-instances,3,Properties > Stored Properties > Stored Properties of Constant Structure Instances,Stored Properties of Constant Structure Instances,teachable,swift.properties.constant-struct,swift.properties.constant-struct,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Lazy-Stored-Properties,languageguide-properties-xhtml.004.lazy-stored-properties,3,Properties > Stored Properties > Lazy Stored Properties,Lazy Stored Properties,teachable,swift.properties.lazy,swift.properties.lazy,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Stored-Properties-and-Instance-Variables,languageguide-properties-xhtml.005.stored-properties-and-instance-variables,3,Properties > Stored Properties > Stored Properties and Instance Variables,Stored Properties and Instance Variables,teachable,swift.properties.stored,swift.properties.stored,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Computed-Properties,languageguide-properties-xhtml.006.computed-properties,2,Properties > Computed Properties,Computed Properties,teachable,swift.properties.computed,swift.properties.computed,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Shorthand-Setter-Declaration,languageguide-properties-xhtml.007.shorthand-setter-declaration,3,Properties > Computed Properties > Shorthand Setter Declaration,Shorthand Setter Declaration,teachable,swift.properties.shorthand-setter,swift.properties.shorthand-setter,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Shorthand-Getter-Declaration,languageguide-properties-xhtml.008.shorthand-getter-declaration,3,Properties > Computed Properties > Shorthand Getter Declaration,Shorthand Getter Declaration,teachable,swift.properties.shorthand-getter,swift.properties.shorthand-getter,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Read-Only-Computed-Properties,languageguide-properties-xhtml.009.read-only-computed-properties,3,Properties > Computed Properties > Read-Only Computed Properties,Read-Only Computed Properties,teachable,swift.properties.read-only,swift.properties.read-only,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Property-Observers,languageguide-properties-xhtml.010.property-observers,2,Properties > Property Observers,Property Observers,teachable,swift.properties.observers,swift.properties.observers,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Property-Wrappers,languageguide-properties-xhtml.011.property-wrappers,2,Properties > Property Wrappers,Property Wrappers,teachable,swift.properties.wrapper,swift.properties.wrapper,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Setting-Initial-Values-for-Wrapped-Properties,languageguide-properties-xhtml.012.setting-initial-values-for-wrapped-properties,3,Properties > Property Wrappers > Setting Initial Values for Wrapped Properties,Setting Initial Values for Wrapped Properties,teachable,swift.properties.wrapper-initial-value,swift.properties.wrapper-initial-value,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Projecting-a-Value-From-a-Property-Wrapper,languageguide-properties-xhtml.013.projecting-a-value-from-a-property-wrapper,3,Properties > Property Wrappers > Projecting a Value From a Property Wrapper,Projecting a Value From a Property Wrapper,teachable,swift.properties.projected-value,swift.properties.projected-value,reviewed-implemented,Mapped to interactive lesson.
The Swift Programming Language (Swift 6.4 beta),language-guide,LanguageGuide/Properties.xhtml,LanguageGuide/Properties.xhtml#Global-and-Local-Variables,languageguide-properties-xhtml.014.global-and-local-variables,2,Properties > Global and Local Variables,Global and Local Variables,teachable,swift.properties.global-local,swift.properties.global-local,reviewed-implemented,Mapped to interactive lesson.
